"","x","y","ID","SA"
"1",1090.93754272461,-3370.40916748047,"",""
"2",1098.85866699219,-3380.57928466797,"",""
"3",1099.96184082031,-3398.30850830078,"",""
"4",1113.45195922852,-3390.70520019531,"",""
"5",1124.11566162109,-3391.88598632812,"",""
"6",1128.76970214844,-3382.52789306641,"",""
"7",1140.83436889648,-3370.47391357422,"",""
"8",1157.39992675781,-3386.5029296875,"",""
"9",1183.9108581543,-3383.139453125,"",""
"10",1187.8583984375,-3365.26538085938,"",""
"11",1192.49998779297,-3396.71372070313,"",""
"12",1220.72171020508,-3375.90262451172,"",""
"13",1249.42518920898,-3397.18520507812,"",""
"14",1260.40567016602,-3379.95568847656,"",""
"15",1280.42756958008,-3372.67631835937,"",""
"16",1281.03456420898,-3399.79725341797,"",""
"17",1298.31710205078,-3383.15522460937,"",""
"18",1330.62280883789,-3378.68815917969,"",""
"19",1349.83579711914,-3390.37835693359,"",""
"20",1367.94073486328,-3377.67878417969,"",""
"21",1380.63138427734,-3395.62880859375,"",""
"22",1385.16807250977,-3387.71546630859,"",""
"23",1389.11312255859,-3375.22237548828,"",""
"24",1392.41776733398,-3397.00777587891,"",""
"25",1393.70355834961,-3384.47069091797,"",""
"26",1400.28970947266,-3395.79772949219,"",""
"27",1402.88287353516,-3377.42664794922,"",""
"28",1409.31058349609,-3389.64539794922,"",""
"29",1414.28254394531,-3368.74029541016,"",""
"30",1419.09969482422,-3396.36239013672,"",""
"31",1429.31650390625,-3390.49539794922,"",""
"32",1430.2309387207,-3371.77277832031,"",""
"33",1443.48707885742,-3390.26442871094,"",""
"34",1456.24517211914,-3401.38208007812,"",""
"35",1465.1147644043,-3389.98718261719,"",""
"36",1475.63341064453,-3372.64353027344,"",""
"37",1497.95981445312,-3375.78828125,"",""
"38",1493.95863037109,-3392.11156005859,"",""
"39",1515.67378540039,-3395.20671386719,"",""
"40",1545.01175537109,-3374.05072021484,"",""
"41",1544.53850708008,-3400.70515136719,"",""
"42",1564.34873657227,-3386.36264648438,"",""
"43",1571.81248779297,-3393.80118408203,"",""
"44",1569.53880004883,-3405.70823974609,"",""
"45",1581.903125,-3375.63928222656,"",""
"46",1588.43542480469,-3390.74774169922,"",""
"47",1600.43358154297,-3383.86784667969,"",""
"48",1614.24815673828,-3398.40396728516,"",""
"49",1619.65580444336,-3369.80528564453,"",""
"50",1669.85477905273,-3207.29051513672,"",""
"51",1647.40386352539,-3337.66735839844,"",""
"52",1647.20921020508,-3310.20692138672,"",""
"53",1657.56225585938,-3216.36804199219,"",""
"54",1642.50702514648,-3241.86928710937,"",""
"55",1644.16884155273,-3370.86799316406,"",""
"56",1652.24498291016,-3233.67683105469,"",""
"57",1658.32188110352,-3267.40684814453,"",""
"58",1659.57249755859,-3403.14973144531,"",""
"59",1641.88674926758,-3387.35874023438,"",""
