"","x","y","ID","SA"
"1",1557.53223876953,-2528.02243652344,"",""
"2",1560.66931152344,-2543.63267822266,"",""
"3",1570.46288452148,-2530.81046142578,"",""
"4",1573.927734375,-2546.45452880859,"",""
"5",1581.34437866211,-2557.02495117187,"",""
"6",1582.42939453125,-2530.58551025391,"",""
"7",1599.31878662109,-2541.02229003906,"",""
"8",1615.90001220703,-2539.62506103516,"",""
"9",1625.59127807617,-2529.05775146484,"",""
"10",1628.26796875,-2546.00773925781,"",""
"11",1637.59275512695,-2529.57260742188,"",""
"12",1637.34072265625,-2550.33327636719,"",""
"13",1649.43973388672,-2530.88537597656,"",""
"14",1646.084765625,-2623.92219238281,"",""
"15",1646.48507080078,-2718.06405029297,"",""
"16",1648.38958129883,-2638.32093505859,"",""
"17",1650.67156982422,-2550.04772949219,"",""
"18",1647.32282714844,-2569.28084716797,"",""
"19",1650.23090209961,-2582.67644042969,"",""
"20",1646.10447998047,-2707.34338378906,"",""
"21",1647.51841430664,-2682.99532470703,"",""
"22",1648.44488525391,-2736.20104980469,"",""
"23",1649.02427978516,-2701.11572265625,"",""
"24",1649.62909545898,-2604.90676269531,"",""
"25",1652.20015869141,-2692.98116455078,"",""
"26",1653.64024047852,-2664.4080078125,"",""
"27",1655.60347900391,-2727.85814208984,"",""
"28",1656.42297363281,-2708.09647216797,"",""
"29",1663.07200317383,-2744.33664550781,"",""
"30",1665.2632019043,-2597.70521240234,"",""
"31",1664.30840454102,-2691.90891113281,"",""
"32",1662.47704467773,-2639.13399658203,"",""
"33",1671.12241210937,-2707.69533691406,"",""
"34",1667.98959350586,-2726.40052490234,"",""
"35",1670.76506347656,-2660.97355957031,"",""
"36",1671.25231933594,-2717.52719726563,"",""
"37",1666.56154785156,-2557.25716552734,"",""
"38",1673.16139526367,-2742.49034423828,"",""
"39",1668.42974243164,-2679.62022705078,"",""
"40",1646.38016967773,-2782.56174316406,"",""
"41",1659.10246582031,-2880.34722900391,"",""
"42",1655.71470947266,-3030.69533691406,"",""
"43",1654.26373291016,-3283.11690673828,"",""
"44",1653.24657592773,-2984.48177490234,"",""
"45",1656.15465087891,-2923.98402099609,"",""
"46",1654.22036132812,-3042.95123291016,"",""
"47",1658.3267578125,-3077.02303466797,"",""
"48",1654.74880981445,-2770.63933105469,"",""
"49",1659.85565795898,-2964.35424804688,"",""
"50",1659.44974975586,-2914.41135253906,"",""
"51",1661.46383056641,-2929.73729248047,"",""
"52",1658.436328125,-3301.60129394531,"",""
"53",1661.29906005859,-3187.89968261719,"",""
"54",1660.79810791016,-2793.97822265625,"",""
"55",1660.0895324707,-3291.18049316406,"",""
"56",1663.05498657227,-3065.69973144531,"",""
"57",1662.15777587891,-3273.36452636719,"",""
"58",1662.13411865234,-2947.96995849609,"",""
"59",1663.17088623047,-2853.69736328125,"",""
"60",1664.58492431641,-3250.03538818359,"",""
"61",1664.64417114258,-2989.78514404297,"",""
"62",1657.37144165039,-3144.55964355469,"",""
"63",1664.79846191406,-3124.55372314453,"",""
"64",1661.1227722168,-3155.46168212891,"",""
"65",1669.43839111328,-2974.93006591797,"",""
"66",1671.31789550781,-3285.987109375,"",""
"67",1669.23595581055,-3136.8453125,"",""
"68",1667.73548583984,-3084.02827148437,"",""
"69",1668.94802246094,-3300.87912597656,"",""
"70",1670.31246337891,-3048.60946044922,"",""
"71",1668.04136962891,-3172.26785888672,"",""
"72",1670.58846435547,-2921.08414306641,"",""
"73",1668.49158325195,-3161.27409667969,"",""
"74",1678.6669921875,-3267.05281982422,"",""
"75",1669.24270019531,-3315.1826171875,"",""
"76",1671.38793334961,-3222.47347412109,"",""
"77",1670.85087280273,-3005.03990478516,"",""
"78",1671.57646484375,-2875.38481445312,"",""
"79",1669.93031616211,-2761.10318603516,"",""
"80",1656.41685180664,-2819.55604248047,"",""
"81",1671.7112487793,-2774.75361328125,"",""
"82",1674.59172363281,-2790.37194824219,"",""
"83",1670.16232299805,-2813.18311767578,"",""
"84",1665.65188598633,-2832.41395263672,"",""
"85",1673.39360961914,-2841.87082519531,"",""
"86",1652.77467651367,-2754.70390625,"",""
"87",820.419284057617,-3192.50308837891,"",""
"88",819.787802124023,-3272.85112304687,"",""
"89",825.590203857422,-3092.07255859375,"",""
"90",818.862680053711,-3036.18941650391,"",""
"91",828.577862548828,-3210.11153564453,"",""
"92",827.652947998047,-3164.30408935547,"",""
"93",833.822814941406,-3136.19079589844,"",""
"94",829.404620361328,-3063.81752929687,"",""
"95",829.182366943359,-2973.68121337891,"",""
